STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,YEAR,MONTH,DAY,HPCP
COOP:040442,BAKERSFIELD MEADOWS FIELD AIRPORT CA US,149,35.4344,-119.0542,2012,11,16,0.635
COOP:040442,BAKERSFIELD MEADOWS FIELD AIRPORT CA US,149,35.4344,-119.0542,2012,11,17,3.2258
COOP:040442,BAKERSFIELD MEADOWS FIELD AIRPORT CA US,149,35.4344,-119.0542,2012,11,18,0.0
COOP:040442,BAKERSFIELD MEADOWS FIELD AIRPORT CA US,149,35.4344,-119.0542,2012,11,28,1.27
COOP:040442,BAKERSFIELD MEADOWS FIELD AIRPORT CA US,149,35.4344,-119.0542,2012,11,29,0.0
COOP:040442,BAKERSFIELD MEADOWS FIELD AIRPORT CA US,149,35.4344,-119.0542,2012,11,30,1.2954
COOP:040442,BAKERSFIELD MEADOWS FIELD AIRPORT CA US,149,35.4344,-119.0542,2012,12,01,1.9304
COOP:040442,BAKERSFIELD MEADOWS FIELD AIRPORT CA US,149,35.4344,-119.0542,2012,12,02,5.7912
COOP:040442,BAKERSFIELD MEADOWS FIELD AIRPORT CA US,149,35.4344,-119.0542,2012,12,03,0.0
COOP:040442,BAKERSFIELD MEADOWS FIELD AIRPORT CA US,149,35.4344,-119.0542,2012,12,06,1.27
COOP:040442,BAKERSFIELD MEADOWS FIELD AIRPORT CA US,149,35.4344,-119.0542,2012,12,12,9.0424
COOP:040442,BAKERSFIELD MEADOWS FIELD AIRPORT CA US,149,35.4344,-119.0542,2012,12,13,7.0866
COOP:040442,BAKERSFIELD MEADOWS FIELD AIRPORT CA US,149,35.4344,-119.0542,2012,12,17,0.635
COOP:040442,BAKERSFIELD MEADOWS FIELD AIRPORT CA US,149,35.4344,-119.0542,2012,12,18,7.7216
